"","X.Bacteroides..pectinophilus.group","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","Acetanaerobacterium","Acetitomaculum","Acidaminococcus","Acidipropionibacterium","Acinetobacter","Actinomyces","Actinotignum","Adlercreutzia","Aerosphaera","Agathobacter","Akkermansia","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerosporobacter","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Burkholderia.Caballeronia.Paraburkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","CAG.352","CAG.56","CAG.873","Caldicoprobacter","Campylobacter","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Carnobacterium","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","CHKCI001","CHKCI002","Christensenella","Christensenellaceae.R.7.group","Citrobacter","Cloacibacillus","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.3","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae.UCG.002","Coriobacteriaceae.UCG.003","Corynebacterium","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Erysipelotrichaceae.UCG.006","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalicoccus","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fastidiosipila","FD2005","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia.Obesumbacterium","Harryflintia","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Jonquetella","Kandleria","Klebsiella","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.FE2018.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lachnotalea","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lawsonella","Lentilactobacillus","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Methanomassiliicoccus","Methanosphaera","Microbacterium","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Murimonas","Negativibacillus","Negativicoccus","NK4A214.group","Oceanobacillus","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenibacillus","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.Ga6A1.group","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Prevotellaceae.UCG.003","Propionibacterium","Proteus","Pseudoclavibacter","Pseudoflavonifractor","Pseudomonas","Pseudoscardovia","Pseudoxanthomonas","Pygmaiobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rikenella","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Sanguibacteroides","Scardovia","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solibacillus","Solobacterium","Staphylococcus","Stenotrophomonas","Streptococcus","Streptomyces","Subdoligranulum","Sutterella","Synergistes","Terrisporobacter","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.007","UCG.008","UCG.009","V9D2013.group","Varibaculum","Veillonella","Victivallis","W5053","Weissella","status"
"ERR3046555",0,0,0,0,0,1468,0,0,0,0,0,0,0,0,18,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,7,0,6014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,205,0,0,0,772,0,0,777,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,7078,0,0,0,0,0,0,71,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,7,0,28,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,34,0,0,200,0,0,0,0,0,0,11,0,0,0,0,2219,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046556",0,0,0,0,0,1330,0,0,0,0,0,90,165,0,18,0,0,0,0,0,16,0,45,0,8,15,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,17,0,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,2302,0,0,277,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,64,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1952,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,96,0,0,389,0,0,0,0,0,0,0,0,0,0,0,31,0,183,0,0,79,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046557",0,0,0,0,0,1352,0,0,0,0,0,0,27,39,0,0,0,0,0,0,36,0,43,0,20,8,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5496,0,0,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,1843,0,0,289,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,103,47,0,19,0,349,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,127,0,193,0,52,0,0,402,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,434,0,1862,0,168,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,57,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,17,0,0,294,0,0,0,0,0,0,0,0,0,0,0,106,0,1145,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046558",0,0,5,0,0,969,0,0,0,13,0,0,25,44,99,0,0,0,0,0,39,0,36,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3560,0,0,0,0,0,0,0,0,0,0,0,11,0,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,1912,0,0,201,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,600,0,14,0,0,0,0,106,45,0,41,0,197,0,111,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,65,0,0,0,0,0,0,27,0,0,129,0,1891,0,50,0,0,460,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,62,438,0,1086,0,152,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,0,0,305,0,0,0,0,0,0,44,0,0,0,0,88,0,590,0,0,45,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046559",0,0,6,0,0,2122,0,0,0,0,0,0,0,0,229,0,0,0,0,0,58,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8857,0,0,0,0,0,0,0,0,0,0,0,0,0,4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,792,0,22,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,89,0,77,0,0,0,0,0,0,0,0,0,0,0,4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,181,0,0,1346,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046560",0,44,0,0,0,1717,0,0,0,0,0,0,0,90,67,0,0,0,0,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,23,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,91,0,0,1963,0,0,433,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,118,0,31,0,0,0,0,195,0,2,21,27,0,0,0,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,195,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,2224,13,0,107,0,0,0,0,195,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,17,0,0,273,0,0,0,76,0,0,25,0,0,0,0,4535,0,341,0,0,568,0,12,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046561",0,0,0,0,13,2197,0,0,0,0,0,0,0,0,127,0,0,0,0,0,15,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,166,0,8772,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,412,0,0,85,0,0,616,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,66,0,0,14,300,0,0,10,0,0,16,0,0,38,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,212,0,0,0,12,0,0,18,0,0,0,0,1429,0,1436,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046562",0,0,0,13,54,2112,0,0,0,0,0,0,173,0,247,0,0,0,0,0,23,0,143,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0,0,0,0,0,0,0,0,0,0,107,0,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,2613,0,0,5395,0,0,3415,0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,0,0,0,0,0,106,0,0,16,1094,0,25504,0,0,0,437,0,0,69,0,0,0,0,0,0,15,0,227,0,0,0,0,0,0,0,0,0,0,0,18960,0,54,0,0,6490,202,0,0,0,0,0,0,16,0,54,0,0,0,31,0,0,0,0,0,0,411,0,1176,8,0,1372,0,0,0,0,0,310,0,0,73,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,239,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2174,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,28,10211,83,0,0,675,0,0,0,0,0,0,0,0,0,0,0,567,0,5907,0,0,0,0,310,0,0,14,0,42,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046563",0,0,0,0,0,1828,0,0,0,19,0,20,140,0,27,0,0,0,0,0,11,0,74,0,0,3,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,2,0,0,0,0,0,75,0,764,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4109,0,0,0,643,0,0,4685,0,5,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,0,0,0,586,56,0,26,49,267,0,678,0,0,0,0,127,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8104,0,0,0,0,2397,0,0,0,0,0,23,0,0,0,294,0,6,0,0,0,0,2,0,0,0,200,0,0,4,0,71,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5345,34,0,0,255,0,0,0,0,86,0,0,0,0,0,0,70,0,1678,0,0,435,0,197,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046564",0,38,0,0,0,119,0,0,16,0,0,0,32,0,705,0,0,0,0,0,42,0,257,0,270,111,7,0,0,0,0,0,0,0,0,0,0,6593,0,0,0,0,0,2,0,0,0,33,0,126,0,2994,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,0,0,14,2347,0,0,1959,0,29,2602,0,43,0,12,0,0,2,0,0,0,0,0,0,0,0,1272,0,0,52,0,0,0,0,0,0,0,0,185,0,177,44,0,0,149,0,0,19,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1204,187,0,0,0,55,25,0,0,0,33,0,6,0,0,0,0,4,0,0,0,83,0,0,38,0,44,0,0,0,0,13,0,0,0,18,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,31,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,253,4084,108,0,0,1723,0,0,0,0,0,0,0,0,0,0,0,416,0,187,0,0,761,0,54,0,0,170,0,36,0,0,102,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046565",0,69,0,0,0,932,0,0,0,0,0,0,8,0,70,0,0,0,0,0,93,0,690,0,28,23,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,197,0,4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,1147,0,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,1457,0,51,0,0,0,0,0,0,37,0,95,458,0,0,0,0,0,44,0,0,21,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2647,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,0,0,0,229,0,0,0,44,0,0,0,0,0,0,0,1199,0,0,0,0,55,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046566",0,0,0,0,30,313,0,0,0,0,14,0,40,0,138,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,325,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,0,615,0,0,11606,0,6,1899,0,0,0,51,0,0,2,0,0,0,0,0,5,0,0,813,0,0,0,0,0,0,25,0,0,0,0,348,0,44,0,0,0,77,0,0,45,0,0,0,0,0,0,11,0,167,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,7149,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,101,373,9,0,1686,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2274,384,0,0,124,0,0,0,0,72,0,0,0,0,0,0,293,0,3837,0,0,2602,0,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046567",0,0,0,0,0,907,0,0,0,0,0,0,1386,0,299,0,0,0,0,0,83,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,19,0,5988,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,259,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036,0,0,0,0,0,0,0,233,0,0,0,3581,0,70,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4940,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179,0,0,0,0,0,0,0,0,169,0,29,0,0,0,0,162,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046568",0,7,0,0,0,1909,0,0,0,0,0,0,10,0,198,0,0,0,0,0,4,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,585,0,84,0,2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,1187,0,366,0,0,62,0,0,0,0,18,0,0,0,878,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,25,0,0,556,0,0,0,0,0,0,0,0,0,0,0,119,0,275,0,0,37,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046569",0,0,0,0,29,934,0,0,29,15,0,10,0,0,342,0,0,0,0,0,25,0,232,0,202,0,0,0,0,0,0,0,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,96,0,0,0,328,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,533,0,0,8509,0,8,792,0,0,0,126,0,0,0,0,0,8,0,0,17,0,0,423,0,0,0,0,0,0,86,0,0,0,37,401,0,42,21,0,0,831,0,0,11,0,0,0,0,0,0,20,0,38,0,0,0,0,0,0,0,0,0,0,0,591,0,39,0,0,1054,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,25,0,0,7163,0,0,0,0,63,0,0,0,0,0,0,36,0,2072,0,0,85,0,12,0,0,14,0,66,0,0,9,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046570",0,0,0,0,0,1703,0,0,0,590,0,19,0,0,0,0,0,0,0,0,60,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,7,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,13459,0,0,1596,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,319,0,0,28,437,0,6,0,0,3,679,0,0,77,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4622,0,0,0,0,15,0,0,0,0,0,177,54,0,22,0,0,0,0,0,0,0,0,0,0,0,3109,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288,147,0,0,133,0,0,0,0,0,0,0,0,0,0,0,393,0,858,0,0,442,0,0,0,0,0,0,78,0,0,43,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046571",0,0,0,0,0,1099,0,2,0,0,0,0,0,0,545,0,0,0,0,0,8,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2719,0,0,737,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,48,0,0,495,0,0,0,0,0,139,0,0,14,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,41,0,0,62,0,0,0,8,0,0,0,0,0,0,0,115,0,2922,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046572",0,37,0,20,0,2751,0,2,0,12,60,17,0,0,307,0,0,0,0,0,7,0,54,0,0,86,0,0,0,0,0,0,4,0,0,0,0,642,0,0,0,0,0,0,0,0,0,32,0,79,0,9981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,392,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,2129,0,29,0,0,0,0,114,0,0,0,0,239,0,9481,0,0,0,51,0,0,34,0,0,0,0,0,0,0,0,1114,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,10,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,55,0,0,53,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,797,0,0,0,0,0,0,0,0,0,0,0,989,0,2597,0,0,0,0,0,0,0,48,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR3046573",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,46,0,4609,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,13,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,6670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
