"","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..tenue.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","X28.4","Abiotrophia","Acetanaerobacterium","Acetatifactor","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aeromonas","Agathobacter","Akkermansia","Alcaligenes","Alcanivorax","Alistipes","Allisonella","Alloprevotella","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","ASF356","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Butyricicoccus","Butyricimonas","CAG.352","CAG.56","Calorithrix","Campylobacter","Candidatus.Profftella","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","Christensenella","Christensenellaceae.R.7.group","Chryseobacterium","Citrobacter","Cloacibacillus","Clostridioides","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.2","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Halomonas","Harryflintia","Helicobacter","Holdemanella","Holdemania","Holzapfelia","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Klebsiella","Kluyvera","Kosakonia","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lautropia","Lawsonella","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Mailhella","Mannheimia","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mogibacterium","Monoglobus","Morganella","Moryella","Murdochiella","Muribaculum","Murimonas","Negativibacillus","Negativicoccus","Neisseria","NK4A214.group","Ochrobactrum","Odoribacter","Oerskovia","Olsenella","Oscillibacter","Oscillospira","Ottowia","Oxalobacter","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Paucibacter","Pectobacterium","Peptoclostridium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Phyllobacterium","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Psychrobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rhodococcus","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Salinibacter","Salmonella","Sarcina","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sutterella","Syntrophococcus","Tepidimonas","Terrisporobacter","Thermus","TM7x","Trabulsiella","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.008","UCG.009","Uruburuella","Varibaculum","Veillonella","Victivallis","Weissella","status"
"SRR10442390",13,0,66,72,337,0,0,25,23,0,19,0,0,97,113,0,0,0,0,0,0,0,0,10,5,0,206,9,0,0,127,0,5,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,23737,42,5568,0,2533,0,39,0,67,24,0,0,0,0,0,0,0,0,6,0,0,104,0,0,0,0,32,0,0,55,0,5,5,127,0,0,0,0,0,0,4,70,0,0,140,0,13,0,0,0,9,0,0,0,15,77,5412,7,0,0,840,0,5,0,0,0,49,0,0,0,334,0,0,0,0,3,0,0,10,0,0,0,4,0,0,0,0,0,87,6,40,0,0,95,7,0,15,0,24,90,0,0,0,9,0,0,0,0,0,0,30,0,0,0,0,0,0,7,0,0,0,18,206,0,0,0,0,0,29,0,0,0,0,0,0,0,0,10,0,21,0,0,13,0,0,0,0,0,0,1163,106,0,80,0,0,0,0,0,0,0,19,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,189,4,0,155,0,0,0,0,19,10,0,0,0,0,0,0,107,206,0,3,0,0,11,0,0,0,7,10,0,5,0,93,4,0,27,0,0,0,0,38,0,0,"Control"
"SRR10442391",8,0,143,190,334,0,0,7,4,0,8,0,9,158,104,24,0,0,0,0,0,0,0,8,0,0,637,11,0,0,52,0,0,0,0,0,0,0,711,3,0,0,0,0,0,0,0,0,0,4106,11,30531,6,1924,0,40,3,176,27,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,221,0,5,3,0,3,0,133,0,0,0,0,0,0,0,101,0,0,114,0,11,0,0,0,6,0,0,0,22,68,458,0,0,0,2172,0,0,0,0,0,42,0,0,0,766,0,0,0,0,0,0,0,17,0,0,0,6,5,0,0,0,15,805,12,38,0,0,170,123,0,12,0,167,207,0,9,0,33,0,0,12,0,0,8,0,0,0,0,0,0,0,21,0,0,0,13,21,3,0,0,0,0,89,0,0,0,0,0,0,0,0,6,0,2,0,0,10,0,0,0,0,0,0,178,9,0,141,0,0,0,0,0,0,0,32,0,0,0,105,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,455,0,0,626,0,0,0,0,46,0,0,0,0,0,0,0,71,384,0,3,0,0,87,0,0,0,18,3,5,8,0,42,0,0,15,0,0,0,0,21,0,0,"Control"
"SRR10442392",8,0,160,75,429,0,0,7,3,0,30,5,14,130,179,72,0,0,0,0,0,0,0,6,5,0,2927,12,0,0,305,0,0,0,0,0,0,0,559,7,0,0,0,0,0,0,0,0,0,6420,33,607,7,4031,0,316,3,1123,274,0,0,0,0,0,0,0,7,7,0,0,128,0,0,0,0,213,0,9,70,0,2,0,515,0,0,0,0,0,0,0,569,0,0,465,0,19,5,0,0,15,0,0,0,23,376,229,25,0,0,7710,0,2,0,0,0,73,0,0,0,1723,0,0,0,0,0,0,0,82,0,0,0,414,4,0,0,0,15,212,12,175,0,0,259,29,0,36,0,175,350,0,89,0,19,0,0,14,0,0,0,0,0,0,0,0,0,0,32,0,0,0,16,36,5,0,0,0,0,177,0,0,0,0,0,0,0,0,43,0,3,0,0,8,0,0,0,0,0,0,284,48,0,230,0,0,0,0,2,0,0,33,0,0,0,4,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,1225,0,0,976,0,0,0,0,65,0,3,0,0,0,0,0,503,1309,0,0,0,0,123,0,0,0,42,0,18,27,0,88,0,0,44,0,0,0,0,111,0,0,"Control"
"SRR10442393",30,0,99,56,580,0,0,15,8,0,8,0,77,1523,333,0,0,0,0,0,0,0,0,4,0,0,358,10,0,0,193,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,3730,19,3451,4,2658,0,235,0,111,14,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,143,0,0,92,0,0,0,73,0,0,0,0,0,0,0,443,0,0,270,0,12,0,0,0,56,0,0,0,31,88,731,2,0,0,16629,0,0,0,0,0,38,0,0,0,1321,0,0,0,0,9,0,0,67,0,0,0,30,0,0,0,0,6,250,0,103,0,0,341,9,0,7,0,50,31,0,0,0,91,0,0,12,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,50,31,0,0,0,0,54,0,0,0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,0,0,130,0,0,498,0,0,0,9,0,0,0,2,0,0,0,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,197,0,0,627,0,0,0,13,44,10,0,0,0,0,0,0,966,1054,0,15,0,0,7,0,0,0,7,7,0,0,0,46,13,0,4,0,0,0,0,518,0,0,"ASD"
"SRR10442394",8,0,145,5,1067,0,0,44,2,0,30,0,260,143,817,13,0,0,0,0,0,0,0,13,7,0,1324,0,0,0,98,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,1055,28,7307,5,3743,0,221,0,327,157,0,0,0,0,0,0,0,0,7,0,0,132,0,0,0,0,454,0,5,238,0,0,0,291,0,0,0,0,0,0,0,450,0,0,757,0,11,0,0,0,12,0,0,0,12,245,68,0,0,0,4861,6,4,0,0,0,9,0,0,0,993,0,0,4,0,0,0,0,57,0,0,0,13,0,0,0,0,0,857,0,29,0,0,368,35,0,20,0,197,89,0,10,0,87,0,0,19,0,0,3,0,0,0,0,0,5,0,7,193,0,0,29,40,0,0,0,0,0,101,0,0,0,0,0,4,0,0,65,0,6,0,0,0,0,0,2,0,0,0,76,0,0,70,0,0,0,0,0,0,0,11,0,0,0,0,0,6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,373,2,0,1273,0,0,0,41,32,0,0,0,0,2,0,0,914,1415,0,8,0,0,33,0,0,0,18,0,2,0,0,84,5,0,11,0,0,0,0,15,0,0,"ASD"
"SRR10442395",51,0,29,11,984,0,0,20,0,0,8,0,90,829,1650,0,5,0,0,0,0,0,0,18,5,0,538,0,0,0,179,0,0,0,0,0,0,0,1278,10,0,0,0,0,0,0,0,0,0,15910,41,13965,14,2556,0,123,0,124,38,0,0,0,0,0,0,0,0,6,0,0,26,0,0,0,0,110,0,18,249,0,0,0,235,0,0,0,0,0,0,0,195,0,0,800,0,36,0,0,0,27,0,0,0,63,98,78,13,0,0,2117,0,0,3,0,0,35,0,0,0,590,0,0,0,0,5,2,7,14,0,0,0,0,0,0,0,14,20,198,0,30,0,0,392,18,0,13,0,47,80,0,0,0,21,0,7,13,0,0,4,7,0,0,0,0,0,0,182,12,0,0,9,41,3,0,0,0,0,73,0,0,0,0,0,0,0,0,28,0,4,0,0,17,0,0,0,0,0,0,2219,0,0,50,0,0,0,0,0,0,0,11,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,327,0,0,491,0,0,0,19,17,16,7,0,0,0,0,0,707,837,0,0,0,0,23,0,0,0,2,0,10,22,0,64,0,0,9,0,0,0,0,38,0,0,"ASD"
"SRR11524137",0,0,50,0,700,0,0,141,0,0,0,15,34,0,612,0,0,0,0,0,0,0,0,4,40,0,937,0,0,0,610,42,0,0,0,0,0,0,159,6,0,0,0,0,0,0,0,0,0,2233,192,717,133,1449,0,10,82,37,6,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,122,0,23,197,0,0,157,522,0,0,0,0,0,0,79,6104,0,0,477,11,0,97,0,0,0,0,0,0,0,318,0,0,0,0,677,0,20,0,0,0,0,0,0,0,192,0,0,0,0,0,8,0,0,0,0,0,475,7,0,0,0,0,62,5,0,0,0,72,0,0,26,0,0,302,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,435,0,0,0,32,13,55,0,0,0,0,60,0,0,0,0,0,91,0,0,475,0,50,0,0,8,0,0,32,0,22,0,201,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,29,0,0,0,0,0,0,0,0,46,0,0,0,0,0,40,469,0,0,146,0,0,0,0,0,85,0,0,0,0,0,0,24,219,0,88,0,0,0,0,0,0,19,0,0,37,0,666,69,0,273,0,0,0,0,0,0,0,"ASD"
"SRR11524138",0,0,0,0,253,0,0,0,0,0,114,0,70,0,248,0,0,0,0,0,0,0,0,0,7,0,696,0,0,0,192,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,1461,174,532,52,885,0,61,24,0,86,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,62,0,9,334,0,0,0,53,0,0,0,0,0,0,7,0,0,0,154,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1437,0,0,39,0,0,0,0,0,0,236,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,26,0,0,0,0,219,0,0,20,0,10,88,0,0,0,131,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,116,0,0,14,0,0,0,0,0,0,0,527,0,0,0,0,0,11983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,790,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,157,488,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,20,0,0,"ASD"
"SRR11524139",0,0,112,0,249,0,0,152,0,0,18,0,95,0,286,0,0,0,0,0,0,0,0,0,0,0,990,18,0,0,550,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,3196,274,438,35,768,0,69,30,19,72,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,8,0,0,769,0,0,0,275,0,0,0,0,0,0,26,1550,0,0,192,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,2988,0,0,12,0,0,0,0,0,0,404,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,81,0,0,0,0,229,77,0,68,0,45,171,0,56,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,70,0,0,0,32,90,0,0,0,0,0,41,0,0,0,0,0,0,0,0,78,0,89,0,0,0,0,0,0,0,0,0,437,241,0,56,0,0,0,0,0,0,0,9,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,0,3,0,0,15,0,36,735,0,0,307,0,0,0,0,0,30,0,0,0,0,0,0,28,372,0,0,0,0,0,0,0,0,8,0,0,0,0,194,43,0,76,0,0,0,0,0,0,0,"ASD"
"SRR11524140",18,0,0,0,0,0,0,0,0,0,0,0,0,1165,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,10555,0,3942,78,159,0,141,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,32,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,35,0,0,0,0,0,0,0,28,0,401,0,0,0,4361,0,0,0,0,0,53,0,0,0,0,91,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,0,468,0,0,0,0,0,0,0,190,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,145,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1393,0,0,"ASD"
"SRR11524141",0,0,0,0,267,0,0,0,200,0,161,0,106,41,0,0,0,0,0,0,0,0,0,9,0,0,0,36,0,0,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5977,1776,545,291,1220,0,5,172,80,0,0,0,0,0,0,0,0,13,0,0,0,121,0,0,0,0,13,0,120,446,0,0,1292,0,0,0,0,0,0,0,0,1595,0,0,261,0,19,20,0,0,0,0,0,0,81,0,0,0,0,0,2037,0,0,12,0,0,32,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,23,92,0,0,0,0,423,0,0,72,0,0,99,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,580,9,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,1522,0,0,179,0,0,0,0,0,0,0,0,12,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,293,0,0,275,0,0,0,0,0,63,0,0,0,0,0,0,75,87,0,0,0,0,15,0,0,0,0,66,8,214,0,127,0,0,65,0,0,0,0,7,0,0,"ASD"
"SRR11524142",0,0,157,0,151,0,0,0,187,0,98,0,70,86,605,0,0,0,0,0,0,0,0,0,42,0,231,0,0,0,523,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,5278,0,214,29,1056,0,94,53,0,71,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,123,0,0,25,0,0,0,211,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,4,174,0,0,0,0,1500,0,13,0,0,0,10,0,0,0,225,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,258,0,0,0,0,0,29,0,44,0,0,61,0,82,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,71,0,0,0,0,0,0,0,0,150,0,122,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,556,0,0,476,0,0,0,0,0,45,0,0,0,0,0,0,72,2401,0,25,0,0,87,0,0,0,123,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR11524143",0,0,0,0,284,0,0,0,0,0,118,0,90,30,87,0,0,0,0,0,0,0,0,0,0,0,1429,36,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,3529,0,697,0,2898,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,31,0,0,0,0,0,0,0,0,62,5,0,0,0,3022,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,8,86,0,0,0,0,0,0,0,0,0,129,0,0,0,0,898,67,0,0,0,108,41,0,0,0,97,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4440,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,378,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,679,0,0,146,0,0,0,0,47,0,0,0,0,0,0,0,194,264,0,25,0,0,86,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,"Control"
"SRR11524144",0,0,202,0,35,0,0,0,0,0,56,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,1610,87,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,12010,0,412,106,507,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,220,0,0,159,0,0,0,126,0,0,0,0,0,0,0,442,0,0,135,0,21,0,0,0,0,0,0,0,0,37,0,0,0,0,7416,0,0,0,0,0,13,0,36,0,352,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,342,0,0,0,0,339,122,0,36,0,123,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,157,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,669,0,0,1264,0,0,0,0,0,0,0,0,0,0,0,0,68,325,0,0,0,0,188,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,"Control"
"SRR11524145",0,0,243,0,103,0,0,0,68,0,134,0,0,0,183,0,0,0,0,0,0,0,0,0,10,0,545,0,0,0,594,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,12133,0,68,0,444,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,120,0,0,0,133,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,2692,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,242,0,12,0,0,116,0,0,0,115,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,43,0,248,0,0,33,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,117,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,92,0,0,"Control"
"SRR11524146",0,0,0,0,190,0,0,0,0,0,0,0,0,136,196,0,0,0,0,0,0,0,0,0,0,0,1370,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,6866,0,59,7,843,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,82,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,5087,0,0,0,0,0,13,0,0,0,217,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,61,0,0,0,0,230,210,0,0,0,0,109,0,145,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,94,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR11524147",10,0,45,0,215,0,0,0,0,0,49,0,0,437,136,0,0,0,0,0,0,0,0,0,9,0,3718,43,0,0,82,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,6171,0,1343,0,1127,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,41,0,0,0,0,0,0,0,655,0,0,92,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7810,0,0,0,0,0,28,0,0,0,636,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,426,0,0,0,0,228,0,0,0,0,57,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,146,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,92,1194,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,252,167,0,0,0,0,74,0,0,0,39,0,53,0,0,0,0,0,0,0,0,0,0,251,0,0,"Control"
"SRR11524148",0,0,223,0,492,0,0,0,59,0,0,26,0,0,116,0,0,0,0,0,0,0,0,0,28,0,273,0,0,0,547,0,0,0,0,0,0,0,242,11,0,0,0,0,0,0,0,0,0,4998,0,721,0,1801,0,70,98,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,30,0,0,157,0,0,0,93,0,0,0,0,0,0,137,628,0,0,244,0,0,0,0,0,0,0,0,0,3,36,128,0,0,0,1707,0,0,11,0,0,6,0,40,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,309,124,0,47,0,72,160,0,0,0,33,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,50,0,0,0,328,246,0,597,0,0,0,0,0,0,0,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,105,207,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,282,331,0,0,0,0,0,0,0,0,0,0,0,52,0,50,0,0,0,0,0,0,0,0,0,0,"Control"
"SRR11524149",5,0,39,0,0,0,0,0,0,0,72,0,0,80,150,0,0,0,0,0,0,0,0,0,0,0,7110,0,0,0,362,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,5327,404,186,79,1033,0,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1232,0,0,31,0,13,0,0,0,0,0,0,0,0,0,31,0,0,0,1279,13,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,137,29,0,0,0,125,104,0,0,0,0,0,0,61,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,2108,0,0,601,0,0,0,0,54,0,0,0,0,0,0,0,481,751,0,0,0,0,70,0,0,0,72,0,0,25,0,0,33,0,0,0,0,0,0,382,0,0,"Control"
"SRR11524150",0,0,0,0,231,0,0,228,47,0,0,20,34,0,268,0,0,0,0,0,0,0,0,0,92,0,410,119,0,0,735,0,0,0,0,0,0,0,59,13,0,0,0,0,0,0,0,0,0,3420,0,617,119,1820,0,22,0,185,103,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,216,0,0,1476,0,0,73,99,0,0,0,0,0,0,161,428,0,0,174,0,21,0,0,0,0,0,0,0,0,45,21,0,0,0,836,0,5,8,0,0,0,0,0,0,816,0,0,0,0,0,6,0,88,0,0,0,0,0,0,0,0,0,252,3,0,0,0,117,66,0,16,0,83,214,0,76,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,133,0,0,0,0,0,58,0,0,0,0,0,0,0,0,149,0,112,0,0,23,0,0,0,0,3,0,818,229,0,22,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,381,0,0,294,0,0,0,0,16,0,0,0,0,0,0,0,462,888,0,0,0,0,116,0,16,0,180,0,0,0,0,153,87,0,0,0,0,0,0,14,0,0,"Control"
