"","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..tenue.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","X28.4","Abiotrophia","Acetanaerobacterium","Acetatifactor","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aeromonas","Agathobacter","Akkermansia","Alcaligenes","Alcanivorax","Alistipes","Allisonella","Alloprevotella","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","ASF356","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Butyricicoccus","Butyricimonas","CAG.352","CAG.56","Calorithrix","Campylobacter","Candidatus.Profftella","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","Christensenella","Christensenellaceae.R.7.group","Chryseobacterium","Citrobacter","Cloacibacillus","Clostridioides","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.2","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Halomonas","Harryflintia","Helicobacter","Holdemanella","Holdemania","Holzapfelia","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Klebsiella","Kluyvera","Kosakonia","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lautropia","Lawsonella","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Mailhella","Mannheimia","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mogibacterium","Monoglobus","Morganella","Moryella","Murdochiella","Muribaculum","Murimonas","Negativibacillus","Negativicoccus","Neisseria","NK4A214.group","Ochrobactrum","Odoribacter","Oerskovia","Olsenella","Oscillibacter","Oscillospira","Ottowia","Oxalobacter","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Paucibacter","Pectobacterium","Peptoclostridium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Phyllobacterium","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Psychrobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rhodococcus","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Salinibacter","Salmonella","Sarcina","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sutterella","Syntrophococcus","Tepidimonas","Terrisporobacter","Thermus","TM7x","Trabulsiella","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.008","UCG.009","Uruburuella","Varibaculum","Veillonella","Victivallis","Weissella","status"
"SRR9666849",0,0,1111,69,0,0,0,227,63,0,77,28,0,96,239,0,0,3,0,0,0,0,0,0,0,0,994,14,0,0,522,0,18,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,17695,34,13,62,105,0,90,0,233,27,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,7,0,132,54,0,0,6,96,0,0,0,0,3,0,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1554,0,0,0,0,0,111,0,3,0,60,0,0,0,11,0,0,0,52,0,0,0,0,0,0,0,0,19,0,33,8,0,0,830,228,13,0,0,5,759,0,67,0,198,0,18,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,2,171,0,0,0,0,94,6,0,4,0,0,0,925,0,0,290,0,0,0,0,0,0,0,0,0,0,0,1310,0,5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,0,387,0,0,0,0,4,0,0,0,0,0,0,0,0,558,0,76,0,0,0,0,0,0,2,52,0,27,0,476,141,0,105,0,5,0,0,0,0,0,"Control"
"SRR9666850",0,0,1527,153,9,0,0,349,319,0,424,127,0,262,327,28,0,2,0,0,0,3,0,0,0,0,671,6,0,0,643,0,0,0,0,0,0,7,90,0,0,0,0,0,0,0,0,0,0,17714,657,31,166,418,0,254,0,505,13,0,0,0,0,0,0,0,0,0,0,18,2389,0,0,0,0,75,0,159,4,0,0,41,218,0,0,0,0,7,0,11,0,0,0,66,19,0,49,0,0,0,0,0,0,0,0,82,0,0,0,3203,0,0,0,0,0,193,0,19,0,124,0,0,0,11,0,0,6,58,0,0,0,0,0,0,0,0,142,0,62,50,0,0,1490,715,29,8,0,9,1508,0,11,11,270,0,26,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,2,293,0,0,0,0,166,18,0,8,0,0,0,1135,0,0,852,0,0,0,0,0,0,0,0,0,0,0,41,0,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,338,0,0,0,0,18,0,0,0,0,0,0,0,0,457,0,12,0,0,0,0,0,0,33,41,4,60,0,1263,95,0,322,0,6,0,0,0,0,0,"Control"
"SRR9666851",0,0,990,95,19,0,0,112,260,0,157,47,0,214,494,18,0,0,0,0,0,3,0,0,0,0,822,7,0,0,286,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,13313,34,45,21,163,0,189,0,148,15,0,0,0,0,0,0,0,0,0,0,15,133,0,66,0,0,60,0,107,14,0,0,0,106,0,0,0,0,0,0,0,0,0,0,100,7,0,21,0,0,0,0,0,0,0,0,244,0,0,0,6477,0,0,0,0,0,92,0,0,0,86,0,0,5,0,0,0,0,838,0,0,0,0,0,0,0,0,75,0,4,65,0,0,862,427,0,0,0,51,1479,0,17,0,478,0,16,79,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,51,0,0,0,0,31,0,0,0,0,0,0,388,0,0,972,0,0,0,0,0,0,0,0,0,0,0,11,0,79,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,3135,0,0,1909,0,0,0,0,8,0,0,0,0,0,0,0,0,900,0,8,0,0,0,0,0,0,25,28,8,35,0,184,103,0,89,0,0,0,0,0,0,0,"Control"
"SRR9666852",0,0,1067,126,0,0,0,72,37,0,62,35,0,1492,354,28,0,0,0,0,0,0,0,0,0,0,262,8,0,0,405,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,9451,70,41,30,217,0,178,0,137,6,0,0,0,0,0,0,0,0,0,0,14,298,0,0,0,0,52,0,140,30,0,0,5,64,0,0,0,0,0,0,9,0,0,0,35,139,0,55,0,0,0,0,0,0,0,0,146,0,0,0,13916,0,0,0,0,0,128,0,0,0,65,0,0,0,4,0,0,6,59,0,0,0,0,0,0,0,0,111,0,33,16,0,0,1104,438,5,8,0,7,514,0,26,0,180,0,26,123,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,94,0,0,0,0,106,4,0,0,0,0,0,1023,0,0,596,0,0,0,0,0,0,0,0,0,0,0,10,0,86,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,357,0,0,0,0,22,0,0,0,0,0,0,0,0,356,0,35,0,0,0,0,0,0,11,137,0,58,0,636,53,0,212,0,0,0,0,0,0,4,"Control"
"SRR9666853",0,0,1356,140,0,0,0,23,38,0,135,11,0,268,179,13,0,0,0,0,0,0,0,0,0,0,903,23,0,0,371,0,0,0,0,0,0,8,110,0,0,0,0,0,0,0,0,0,0,15665,52,152,94,241,0,65,0,49,12,0,0,0,0,0,0,0,0,0,0,10,160,0,0,0,0,66,0,93,14,0,0,4,62,0,0,0,0,5,0,14,0,0,0,86,8,0,270,0,0,0,0,0,0,0,0,836,0,0,0,6489,0,0,0,2,0,290,0,32,0,153,0,0,0,0,2,0,2,140,0,0,0,0,0,0,0,0,191,0,0,16,0,0,850,932,0,0,0,7,723,0,12,0,181,0,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,115,0,0,0,0,0,0,0,5,20,0,0,0,0,144,0,0,0,0,0,0,1093,0,0,189,0,0,0,0,0,0,0,0,0,0,0,17,0,125,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,1751,0,0,551,0,0,0,0,12,0,0,0,0,0,0,0,0,227,0,122,0,0,0,0,0,0,24,33,0,47,0,293,18,0,101,0,0,0,0,0,0,0,"Control"
"SRR9666854",0,0,654,51,0,0,0,146,13,0,129,8,0,94,285,0,0,4,0,0,0,3,0,0,0,0,780,189,0,0,1284,0,76,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,13382,338,40,73,202,0,96,0,1047,14,0,0,0,0,0,0,0,0,0,0,0,589,0,0,0,0,6,0,72,5,0,0,29,196,0,0,0,0,0,0,10,0,0,0,22,0,0,13,0,0,0,0,0,0,0,0,217,0,0,0,2397,0,0,0,0,0,147,0,0,0,73,0,0,7,0,0,0,0,43,0,0,0,0,0,0,0,0,31,0,28,0,0,0,928,382,11,0,0,10,1080,0,94,0,194,0,19,156,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,3,165,0,0,0,0,134,0,0,0,0,0,0,829,0,0,256,0,0,0,0,0,0,0,0,0,0,0,419,0,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,391,0,0,0,0,5,0,0,0,0,0,0,0,0,323,0,77,0,0,0,0,0,0,9,47,12,6,0,859,135,0,78,0,0,0,0,0,0,0,"Control"
"SRR9666855",0,0,1020,95,0,0,0,103,62,0,117,13,0,134,190,0,0,2,0,0,0,0,0,0,0,0,488,40,0,0,1275,0,29,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,29586,38,258,99,198,0,73,0,329,31,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,23,0,166,0,0,0,15,146,0,0,0,0,3,0,0,0,0,0,50,2,0,101,0,0,0,0,0,0,0,0,44,0,0,0,3576,0,0,0,0,0,361,0,0,0,32,0,0,0,9,0,0,4,109,0,0,0,0,0,0,0,0,62,0,81,0,0,0,1065,151,7,0,0,2,1043,0,40,3,261,0,29,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,65,0,0,0,0,0,0,0,3,181,0,0,0,0,299,4,0,0,0,0,0,2514,0,0,224,0,0,0,0,0,0,0,0,0,0,0,111,0,1507,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,270,0,0,0,0,6,0,0,0,0,0,0,0,0,237,0,285,0,0,0,0,0,0,4,54,0,24,0,577,53,0,53,0,0,0,0,0,0,0,"Control"
"SRR9666856",0,0,1141,119,19,0,0,1262,211,0,148,57,14,152,367,0,0,2,0,0,0,0,0,0,0,0,2717,51,0,0,189,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,13280,49,160,63,217,0,220,0,35,31,0,0,0,4,0,0,0,0,0,0,0,1838,3,0,0,0,150,0,98,25,0,0,0,142,0,0,0,0,0,0,344,0,0,0,48,3,0,33,0,0,0,0,0,0,0,0,406,0,0,0,2941,0,0,0,0,0,260,0,0,0,85,0,0,27,0,2,0,0,56,0,0,0,5,0,0,0,0,121,0,44,144,0,0,1844,1167,9,0,0,12,1152,0,82,0,456,0,27,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,191,0,0,0,0,0,0,0,0,198,0,0,0,0,155,7,0,7,0,0,0,347,0,0,304,0,0,0,0,2,0,0,0,0,0,0,674,0,223,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2305,0,0,775,0,0,0,0,11,0,0,0,0,0,0,0,0,2477,0,100,0,0,0,0,0,0,9,60,18,63,0,977,105,0,134,0,12,0,0,0,0,2,"Control"
"SRR9666857",0,0,1947,84,5,0,0,27,2,0,98,60,0,148,235,0,0,0,0,0,0,0,0,0,0,0,465,6,0,0,236,0,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,14436,46,22,57,201,0,135,0,35,15,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,56,0,138,8,0,0,7,94,0,0,0,0,0,0,4,0,0,0,36,0,0,10,0,0,0,0,0,0,0,0,311,0,0,0,2064,0,0,0,0,0,137,0,0,0,81,0,0,0,6,0,0,0,112,0,0,0,0,0,0,0,0,30,0,38,0,0,0,1022,372,20,0,0,22,459,0,60,6,382,0,10,74,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,82,0,0,0,0,133,0,0,0,0,0,0,711,0,0,195,0,0,0,0,0,0,0,0,0,0,0,55,0,12737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,25,0,0,0,4,0,0,3,14,25,30,0,263,58,0,83,0,0,0,0,0,0,0,"Control"
"SRR9666858",0,0,743,96,11,0,0,36,0,0,412,9,0,181,459,0,0,0,0,0,0,4,0,0,0,0,2209,8,0,0,354,0,12,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,18891,221,123,98,217,0,144,0,733,9,0,0,0,0,0,0,0,0,0,0,2,183,0,0,0,0,110,0,117,11,0,0,0,225,0,0,0,0,0,0,26,0,0,0,52,3,0,18,0,0,0,0,0,0,0,0,739,0,0,0,6329,0,0,0,4,0,160,0,0,0,88,0,0,0,0,3,0,3,159,0,0,0,0,0,0,0,0,57,0,9,469,0,0,2039,753,5,7,0,14,1107,0,42,12,403,0,19,48,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,563,0,0,0,0,0,0,0,7,279,0,0,0,0,96,0,0,3,0,5,0,500,0,0,577,0,0,0,0,0,0,0,0,0,0,0,70,3,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3148,0,0,1048,0,0,0,0,33,0,0,0,0,0,0,0,0,1126,0,34,0,0,0,0,0,0,14,135,0,36,0,584,76,0,83,0,0,0,0,0,0,0,"Control"
"SRR9666859",0,0,1093,95,0,0,0,17,74,0,46,20,0,250,369,22,0,0,0,0,0,0,0,0,0,0,307,8,0,0,935,0,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,24618,63,140,44,207,0,83,0,168,0,0,0,0,0,0,0,0,0,0,0,13,2036,0,0,0,0,77,0,75,14,0,0,43,58,0,0,0,0,0,0,19,0,0,0,37,10,0,31,0,0,0,0,0,0,0,0,311,0,0,0,1322,0,0,0,0,0,132,0,0,0,47,0,0,0,0,0,0,5,80,0,0,0,0,0,0,0,0,216,0,7,0,0,0,687,253,0,8,0,2,596,0,5,0,185,0,27,70,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,77,0,0,0,0,55,7,0,0,0,0,0,1132,0,0,283,0,0,0,0,5,0,0,0,0,0,0,30,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,357,0,0,0,0,16,0,0,0,0,0,0,0,0,960,0,42,0,0,0,0,0,0,9,22,0,80,0,819,56,0,169,0,0,0,0,0,0,0,"Control"
"SRR9666860",0,0,972,236,6,0,0,28,250,0,133,42,0,521,436,23,0,2,0,0,0,0,0,0,0,0,315,19,0,0,1032,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,15741,873,1040,67,379,0,132,0,351,21,0,0,0,0,0,0,0,0,0,0,16,241,0,0,0,0,55,0,326,14,0,0,0,183,0,0,0,0,3,0,3,0,0,0,58,34,0,214,0,0,0,0,0,0,0,0,266,0,0,0,4521,0,0,0,9,0,240,0,6,0,86,0,0,0,6,0,0,8,47,0,0,0,16,0,0,0,0,326,0,25,51,0,0,1339,345,0,0,0,18,1222,0,41,0,314,0,56,139,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,147,0,0,0,0,244,11,0,4,0,0,0,1477,0,0,292,0,0,0,0,0,0,0,0,0,0,2,28,0,294,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,837,0,0,0,0,32,0,0,0,0,0,0,0,0,317,0,50,0,0,0,0,0,0,27,78,0,154,0,818,123,0,402,0,8,0,0,0,0,0,"Control"
"SRR9666861",0,0,1475,124,5,0,0,38,42,0,60,27,0,361,378,20,0,3,0,0,0,0,0,0,0,4,268,2,0,0,1062,0,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,16173,53,56,59,266,0,162,0,142,0,0,0,0,0,0,0,0,0,0,0,12,145,0,0,0,0,65,0,189,23,0,0,20,212,0,0,0,0,0,0,53,0,0,0,73,25,0,33,0,0,0,0,0,0,0,0,112,0,0,0,6469,0,0,0,0,0,150,101,15,0,138,0,0,0,0,0,0,6,55,0,0,0,0,0,0,0,0,129,0,46,104,0,0,1457,860,0,0,0,10,872,0,24,0,399,0,27,161,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,229,0,0,0,0,104,0,0,0,0,0,0,750,0,0,377,0,0,0,0,0,0,0,0,0,0,0,10,0,127,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,836,0,0,0,0,15,0,0,0,0,0,0,0,0,647,0,103,0,0,0,0,0,0,24,194,0,85,0,856,103,0,243,0,0,10,0,0,0,4,"Control"
"SRR9666862",0,0,760,121,0,0,0,364,44,0,130,70,0,357,649,33,0,2,0,0,0,10,0,0,0,0,387,4875,0,0,1027,0,0,0,0,0,0,12,31,0,0,0,0,0,0,0,0,0,0,8042,88,1174,98,310,0,133,0,410,46,0,0,0,0,0,0,0,0,0,0,216,185,0,24,0,0,76,0,91,38,0,0,6,190,0,0,0,0,9,0,43,0,0,0,111,176,0,98,0,0,0,0,0,0,0,0,196,0,0,0,4947,0,0,0,0,0,343,0,5,0,119,0,0,11,8,0,0,5,74,0,0,0,0,0,0,0,0,240,0,27,0,0,0,1303,412,0,0,0,9,1060,0,65,19,319,0,19,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,251,0,0,0,0,103,5,0,0,0,0,0,604,0,0,113,0,0,0,0,0,0,0,0,0,0,0,17,19,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,381,0,0,0,0,34,0,0,0,0,0,0,0,0,799,0,46,0,0,0,0,0,0,30,211,8,269,0,1252,62,0,326,0,17,0,0,0,0,0,"Control"
"SRR9666863",0,0,855,137,0,0,0,16,0,0,103,0,0,223,153,0,0,0,0,0,0,4,0,0,0,0,332,12,0,0,239,0,8,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,7890,16,168,40,105,0,85,0,28,8,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,16,0,33,4,0,0,15,71,0,0,0,0,0,0,0,0,0,0,37,0,0,18,0,0,0,0,0,0,0,0,148,0,0,0,387,0,0,0,0,0,93,0,0,0,21,0,0,0,8,0,0,3,32,0,0,0,0,0,0,0,0,126,0,6,26,0,0,1005,810,6,0,0,0,810,0,19,0,366,0,15,200,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,53,0,0,0,0,0,0,0,0,39,0,0,0,0,41,0,0,0,0,0,0,828,0,0,825,0,0,0,0,0,0,0,0,0,0,0,41,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,166,0,0,0,0,11,0,0,0,0,0,0,0,0,121,0,17,0,0,0,0,0,0,0,116,0,14,0,154,19,0,11,0,0,0,0,0,0,0,"Control"
"SRR9666864",0,0,773,59,11,0,0,86,13,0,50,18,8,68,287,0,0,0,0,0,0,0,0,3,0,0,2203,51,0,0,238,0,6,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,6069,59,117,31,212,0,116,0,248,26,0,0,0,3,0,0,0,0,0,0,0,117,0,0,0,0,100,0,57,27,0,0,0,207,0,0,0,0,3,0,0,0,0,0,67,7,0,6,0,0,0,0,0,0,0,0,549,0,0,0,4379,0,0,0,2,0,63,0,0,0,39,0,0,20,0,0,0,3,2981,0,0,0,67,0,0,0,0,47,0,9,131,0,0,572,456,15,7,0,7,996,0,5,8,285,0,8,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,4,70,0,0,0,0,30,0,0,0,0,0,0,475,0,0,373,0,0,0,0,0,0,0,0,0,0,0,9571,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,491,0,0,0,0,6,0,0,0,0,0,0,0,0,401,0,75,0,0,0,3,0,0,15,31,19,46,0,386,69,0,78,0,4,0,0,0,0,0,"ASD"
"SRR9666865",0,0,1353,259,16,0,0,193,42,0,107,14,0,76,515,0,0,2,0,0,0,0,0,0,0,0,4414,25,0,0,845,0,159,0,0,0,0,9,69,0,0,0,0,0,0,0,0,0,0,13164,154,51,59,138,0,133,0,593,23,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,118,0,65,14,0,0,4,109,0,0,0,0,0,0,11,0,0,0,56,3,0,13,0,0,0,0,0,0,0,0,428,0,0,0,6191,0,0,0,2,0,168,0,0,0,74,0,0,14,0,0,0,0,269,0,0,0,0,0,0,0,0,86,0,32,118,0,0,779,835,0,0,0,24,1481,0,27,0,412,0,16,159,0,0,0,0,0,0,0,0,0,0,61,0,4,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,8,198,0,0,0,0,52,0,0,0,0,0,0,1179,0,0,729,0,0,0,0,4,0,0,0,0,0,0,126,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,556,0,0,0,0,10,0,0,0,0,0,0,0,0,571,0,146,0,0,0,0,0,0,6,35,13,54,0,1144,121,0,183,0,0,0,0,0,0,0,"ASD"
"SRR9666866",0,0,284,70,5,0,0,27,66,0,103,42,0,380,280,0,4,2,0,0,0,3,0,0,0,0,194,5,0,0,1030,0,17,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,20131,42,297,50,108,0,49,0,82,11,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,52,0,72,10,0,0,43,55,0,0,0,0,2,0,30,0,0,0,24,5,0,64,0,0,0,0,0,0,0,0,1209,0,0,0,771,0,0,0,0,0,167,0,3,0,28,0,0,6,0,0,2,0,72,0,0,0,0,0,0,0,0,261,0,12,36,0,0,1256,118,0,0,0,7,444,0,11,5,111,0,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,5,187,0,0,0,0,50,7,0,0,0,7,0,3363,0,0,1535,0,0,0,0,3,0,0,0,0,0,2,20,11,206,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,44,0,0,0,0,0,0,5,25,0,82,0,580,60,0,133,0,5,0,0,0,0,0,"ASD"
"SRR9666867",0,0,388,162,5,0,0,39,264,0,215,66,0,822,407,0,0,0,0,0,0,0,0,3,0,0,399,18,0,0,859,0,20,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,15117,205,2781,53,651,0,150,0,183,14,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,20,0,258,8,0,0,0,207,0,0,0,0,2,0,6,0,0,0,45,10,0,225,0,0,0,0,0,0,0,0,2526,0,0,0,3032,0,0,0,11,0,355,0,0,0,90,0,0,0,7,2,0,9,43,0,0,0,18,0,0,0,0,354,0,36,209,0,0,2010,195,0,0,0,14,952,0,48,0,177,0,54,172,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,261,0,0,0,0,219,6,0,3,0,0,0,1211,0,0,127,0,0,0,0,2,0,0,0,0,0,2,19,11,235,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,0,1043,0,0,0,0,21,0,0,0,0,0,0,0,0,500,0,49,0,0,0,0,0,0,4,47,2,67,0,679,105,0,273,0,10,0,0,0,0,0,"ASD"
"SRR9666868",0,0,272,52,8,0,0,336,65,0,189,104,0,198,497,0,0,0,0,0,0,3,0,0,0,0,544,62,0,0,876,0,14,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,6775,71,187,49,279,0,248,0,457,67,0,0,0,0,0,0,0,0,0,0,106,183,0,0,0,0,23,0,95,28,0,0,8,233,0,0,0,0,7,0,901,0,0,0,72,81,0,130,0,0,0,0,0,0,0,0,801,0,0,0,1940,0,0,0,0,0,208,0,0,0,128,0,0,11,10,0,0,6,64,0,0,0,0,0,0,0,0,266,0,27,202,0,0,1344,296,13,0,0,15,1200,0,53,20,334,0,22,254,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,1276,0,0,0,0,110,0,0,17,0,0,0,396,0,0,179,0,0,0,0,0,0,0,0,0,0,0,11,16,3090,2,0,0,0,0,0,2,0,0,0,41,0,0,0,0,1275,0,0,651,0,0,0,0,17,0,0,0,0,0,0,0,0,816,0,64,0,0,0,0,0,0,20,137,6,112,0,1404,99,0,340,0,17,0,0,0,0,0,"ASD"
