"","Sample Name","AD","ASD","Control","PD","Pred","True"
"966","SRR12113714",0.0254005483513799,0.100994218616953,0.570271723233783,0.303333509797885,"Control","Control"
"967","SRR12113715",0.119731751280397,0.403736322755425,0.117444344490882,0.359087581473296,"ASD","Control"
"968","SRR12113716",0.0330183723045978,0.239044900667914,0.583877040273947,0.144059686753541,"Control","Control"
"969","SRR12113717",0.0533596425559791,0.125635719904667,0.743145718863919,0.0778589186754345,"Control","Control"
"970","SRR12113718",0.287848561952091,0.237725117093305,0.364415388779921,0.110010932174683,"Control","Control"
"971","SRR12113720",0.0941677025944481,0.0465633182760892,0.540277563603044,0.318991415526418,"Control","Control"
"972","SRR12113721",0.590122955384506,0.13773490781878,0.019186449175301,0.252955687621413,"AD","Control"
"973","SRR12113722",0.43800971574018,0.394301108565332,0.129198881947021,0.0384902937474672,"AD","Control"
"974","SRR12113723",0.162206975179159,0.2241053509348,0.337697781261211,0.27598989262483,"Control","Control"
"975","SRR12113724",0.12069228969691,0.29553011093188,0.0777455607616223,0.506032038609588,"PD","Control"
"976","SRR12113725",0.240079286660097,0.42581992406966,0.0501788356800674,0.283921953590175,"ASD","Control"
"977","SRR12113726",0.178898898849062,0.158802136833154,0.585549786675285,0.0767491776424992,"Control","Control"
"978","SRR12113727",0.228262968665223,0.0996731819544466,0.366686823177182,0.305377026203148,"Control","Control"
"979","SRR12113728",0.235722648400416,0.151043170296212,0.525257473478161,0.087976707825212,"Control","Control"
"980","SRR12113729",0.0800953290686117,0.0711846137075337,0.469550533695081,0.379169523528773,"Control","Control"
"981","SRR12113731",0.361250895040338,0.0538834835035098,0.546559175203856,0.0383064462522958,"Control","Control"
"982","SRR12113732",0.132451441192079,0.693157376782633,0.0457878364959743,0.128603345529314,"ASD","Control"
"983","SRR12113733",0.0839892201649637,0.161534890553275,0.677009833220389,0.0774660560613713,"Control","Control"
"984","SRR12113734",0.0647648576449592,0.137093445283062,0.472791238610665,0.325350458461314,"Control","Control"
"985","SRR12113735",0.314264072167713,0.548671112171745,0.0720757074014326,0.0649891082591096,"ASD","Control"
"986","SRR12113736",0.18119922778717,0.216581027522721,0.585733593081281,0.016486151608828,"Control","Control"
"987","SRR12113737",0.128094056364117,0.131085635087418,0.152706009381813,0.588114299166652,"PD","Control"
"988","SRR12113738",0.0748065398017965,0.326233713060718,0.0348916003279164,0.56406814680957,"PD","Control"
"989","SRR12113739",0.242974649334624,0.25677413704968,0.374432638472305,0.125818575143392,"Control","Control"
"990","SRR12113740",0.141235124150433,0.0848569721837292,0.665827208746157,0.108080694919681,"Control","Control"
"991","SRR12113742",0.123488694931119,0.6942612024173,0.0996795612184045,0.0825705414331767,"ASD","Control"
"992","SRR12113743",0.0154789971801579,0.0694133369148986,0.777749541521014,0.137358124383929,"Control","Control"
"993","SRR12113744",0.106776179147325,0.385485154603511,0.441827956440231,0.0659107098089323,"Control","Control"
"994","SRR12113745",0.182217387228505,0.230190947488502,0.219438050769895,0.368153614513098,"PD","Control"
"995","SRR12113746",0.244293557912534,0.201915082589736,0.448122174441807,0.105669185055923,"Control","Control"
"996","SRR12113747",0.200875104498153,0.479578970919824,0.0544329061987764,0.265113018383246,"ASD","Control"
"997","SRR12113748",0.232390667350829,0.090883272385022,0.582892349096918,0.0938337111672309,"Control","Control"
"998","SRR12113749",0.171710705074952,0.3065713339976,0.259722826124085,0.261995134803363,"ASD","Control"
"999","SRR12113750",0.386855295182056,0.108598869795946,0.337109447788993,0.167436387233005,"AD","Control"
"1000","SRR12113751",0.02386577709506,0.230969102982537,0.558368451909813,0.18679666801259,"Control","Control"
"1001","SRR12113753",0.0943535728317703,0.10861765393353,0.150783130850328,0.646245642384371,"PD","Control"
"1002","SRR12113754",0.111320298728428,0.110915636355112,0.691782661530106,0.0859814033863543,"Control","Control"
"1003","SRR12113755",0.0338176076731392,0.165955613263466,0.427637205479586,0.372589573583809,"Control","Control"
"1004","SRR12113756",0.500206891722807,0.180108962515987,0.242499981703614,0.0771841640575926,"AD","Control"
"1005","SRR12113757",0.282336158540177,0.159378122948865,0.162754664690171,0.395531053820788,"PD","Control"
"1006","SRR12113767",0.220863343734699,0.0631490481418867,0.146674865516072,0.569312742607342,"PD","ASD"
"1007","SRR12113768",0.0670340008477961,0.182535702637753,0.0642370632475517,0.686193233266899,"PD","ASD"
"1008","SRR12113769",0.307109226251932,0.374362082779889,0.22788478880192,0.0906439021662593,"ASD","ASD"
"1009","SRR12113770",0.0650678456096672,0.127707489669894,0.221332844227997,0.585891820492443,"PD","ASD"
"1010","SRR12113771",0.253777694208091,0.185412204358984,0.0395790279054004,0.521231073527525,"PD","ASD"
"1011","SRR12113772",0.0851429703416283,0.642615655493878,0.220658986936055,0.0515823872284391,"ASD","ASD"
"1012","SRR12113773",0.0451889855721912,0.397847433686541,0.340553999379741,0.216409581361527,"ASD","ASD"
"1013","SRR12113775",0.327783758373289,0.557594185774507,0.065078175975522,0.0495438798766818,"ASD","ASD"
"1014","SRR13306613",0.324407902436859,0.171692459368669,0.386500715901946,0.117398922292526,"Control","Control"
"1015","SRR13306614",0.226197267786687,0.27515046639259,0.175431200806863,0.32322106501386,"PD","Control"
"1016","SRR13306615",0.182983691619886,0.466999329985325,0.290751642026682,0.0592653363681064,"ASD","Control"
"1017","SRR13306616",0.146151886673124,0.084706328509562,0.414320862428987,0.354820922388327,"Control","Control"
"1018","SRR13306617",0.251103751562289,0.266262084563582,0.159035975676643,0.323598188197486,"PD","Control"
"1019","SRR13306618",0.333481834998094,0.0524723796709622,0.537224812861414,0.0768209724695294,"Control","Control"
"1020","SRR13306619",0.3228932247305,0.437537279148658,0.0184834558085947,0.221086040312247,"ASD","Control"
"1021","SRR13306620",0.279123916718437,0.233313692868917,0.338706831335468,0.148855559077179,"Control","Control"
"1022","SRR13306621",0.0812143785309055,0.100782866020593,0.0241581758865057,0.793844579561996,"PD","Control"
"1023","SRR13306622",0.220924670344706,0.0617012386409266,0.040290500612783,0.677083590401584,"PD","Control"
"1024","SRR13306638",0.115924938493323,0.0717147172619493,0.600559120287547,0.21180122395718,"Control","Control"
"1025","SRR13306658",0.348683768645308,0.0698478187719745,0.456627760402361,0.124840652180356,"Control","Control"
"1026","SRR13306659",0.027455006695982,0.518268840410713,0.395855656445759,0.058420496447546,"ASD","ASD"
"1027","SRR13306660",0.0503589526418722,0.403008699501841,0.227886502564818,0.318745845291469,"ASD","ASD"
"1028","SRR13306661",0.0859415802064067,0.450494101733624,0.32207292347095,0.141491394589019,"ASD","ASD"
"1029","SRR13306662",0.07210979867424,0.391834097636956,0.194398437086227,0.341657666602577,"ASD","ASD"
"1030","SRR13306663",0.112461668095273,0.341552224278991,0.27044606700832,0.275540040617416,"ASD","ASD"
"1031","SRR13306664",0.307840352511678,0.493936607655999,0.119812876624694,0.0784101632076293,"ASD","ASD"
"1032","SRR13306665",0.0787905285943395,0.0318439722078799,0.469427711974868,0.419937787222913,"Control","ASD"
"1033","SRR13306666",0.13818327397792,0.0648272549619399,0.132649696676852,0.664339774383288,"PD","ASD"
"1034","SRR13306667",0.130925570046021,0.293611390789447,0.142139207312791,0.433323831851741,"PD","ASD"
"1035","SRR13306668",0.31416209868993,0.382019262621219,0.109984506230645,0.193834132458206,"ASD","ASD"
"1036","SRR13306669",0.136248255627561,0.56444145521562,0.0370480348922857,0.262262254264534,"ASD","Control"
"1037","SRR13306670",0.308874576885609,0.376982860957957,0.141946866912916,0.172195695243518,"ASD","ASD"
"1038","SRR13306671",0.0518142148407527,0.587102826086539,0.30026217290214,0.0608207861705686,"ASD","ASD"
"1039","SRR13306672",0.164263222222773,0.212213187182686,0.349149686421528,0.274373904173013,"Control","ASD"
"1040","SRR13306673",0.15264459588524,0.389941025018766,0.242787319265529,0.214627059830465,"ASD","ASD"
"1041","SRR13306674",0.185944017512193,0.371946893410291,0.129373310403869,0.312735778673647,"ASD","ASD"
"1042","SRR13306675",0.136171720787485,0.661919450332269,0.0733630993042344,0.128545729576011,"ASD","ASD"
"1043","SRR13306676",0.222602465970848,0.430820369129926,0.0952650910012944,0.251312073897932,"ASD","ASD"
"1044","SRR13306677",0.126397619955669,0.600429362564128,0.1529616204506,0.120211397029603,"ASD","ASD"
"1045","SRR13306678",0.141056903877425,0.423176302607096,0.243976490982304,0.191790302533174,"ASD","ASD"
"1046","SRR13306679",0.219486542970858,0.227576908564769,0.0404447257266898,0.512491822737683,"PD","ASD"
"1047","SRR13306681",0.146096584743358,0.35203908722209,0.401085272519671,0.100779055514882,"Control","Control"
"1048","SRR13306683",0.0448539041310431,0.135456885623802,0.112842394073541,0.706846816171614,"PD","Control"
"1049","SRR13306684",0.386294983153049,0.0458771012429856,0.493691788702005,0.0741361269019607,"Control","Control"
"1050","SRR13306685",0.095334585209652,0.765693995935964,0.0972530313731684,0.0417183874812152,"ASD","Control"
"1051","SRR13306686",0.25307695590319,0.160114368221536,0.464388885958259,0.122419789917015,"Control","Control"
"1052","SRR13306687",0.223772377296812,0.0457874752645785,0.519769751105594,0.210670396333015,"Control","Control"
"1053","SRR13306688",0.216002633171177,0.370061046114125,0.157430480666587,0.256505840048112,"ASD","Control"
"1054","SRR13306689",0.0388425963223624,0.278251020873178,0.61977234688848,0.0631340359159796,"Control","Control"
"1055","SRR13306690",0.262669912887542,0.0991954704504202,0.496979923124825,0.141154693537213,"Control","Control"
"1056","SRR13306691",0.377661116314528,0.218560674516513,0.201712320190224,0.202065888978735,"AD","Control"
"1057","SRR13306692",0.0553528322203597,0.619583818566694,0.251615616748487,0.073447732464459,"ASD","Control"
"1058","SRR13306693",0.0965464083671938,0.180806646243841,0.558547946803802,0.164098998585164,"Control","Control"
"1059","SRR13306694",0.355771464359609,0.0688357721912635,0.426057122846085,0.149335640603043,"Control","Control"
"1060","SRR13306695",0.0344980857306598,0.0167841512864641,0.0789524194460437,0.869765343536832,"PD","Control"
"1061","SRR13306696",0.0929588525139792,0.267932292600337,0.342336552809186,0.296772302076498,"Control","Control"
"1062","SRR13306697",0.0325612011537572,0.818656190462328,0.0997132863919399,0.0490693219919751,"ASD","Control"
"1063","SRR13306698",0.127893989714064,0.329336806570526,0.259849658957086,0.282919544758324,"ASD","Control"
"1064","SRR13306699",0.113821813892247,0.13601639198644,0.652018003590565,0.0981437905307473,"Control","Control"
"1065","SRR13306700",0.133831397637138,0.154255429887556,0.175790303730245,0.536122868745061,"PD","Control"
"1066","SRR13306701",0.0916717250234958,0.186077770342233,0.658250718265574,0.0639997863686975,"Control","Control"
"1067","SRR13306702",0.0363446124558107,0.112741341884277,0.510688252207562,0.34022579345235,"Control","Control"
"1068","SRR13306703",0.108316975285323,0.446690131716782,0.0704825113476171,0.374510381650279,"ASD","Control"
"1069","SRR13306704",0.0324240497392387,0.354905815858588,0.197293724233762,0.415376410168411,"PD","Control"
"1070","SRR13306705",0.0523987791312266,0.150159472042489,0.676715741748684,0.1207260070776,"Control","Control"
"1071","SRR13306706",0.116589538642327,0.226343315708639,0.160567196796974,0.49649994885206,"PD","Control"
"1072","SRR13306707",0.10185734450723,0.253784506839857,0.520053108841841,0.124305039811072,"Control","Control"
"1073","SRR13306708",0.144023587611552,0.141942997647403,0.24226056601865,0.471772848722395,"PD","Control"
"1074","SRR13306709",0.15427030175694,0.423790260766252,0.364532719766715,0.0574067177100938,"ASD","ASD"
"1075","SRR13306710",0.144306040589823,0.212932910947052,0.537730534515982,0.105030513947144,"Control","ASD"
"1076","SRR13306711",0.0986801517600039,0.663944265552346,0.08540022001159,0.15197536267606,"ASD","ASD"
"1077","SRR13306712",0.0360155163271435,0.656619553092344,0.245377069905825,0.0619878606746867,"ASD","ASD"
"1078","SRR13306713",0.32124172777439,0.434826691567023,0.0979098764860741,0.146021704172513,"ASD","ASD"
"1079","SRR13306714",0.178598577552277,0.19346168254268,0.538269316503087,0.0896704234019554,"Control","ASD"
"1080","SRR13306715",0.227328376073512,0.368006458291906,0.107107240950458,0.297557924684125,"ASD","ASD"
"1081","SRR13306716",0.150354370334476,0.117643905598605,0.130912298846215,0.601089425220704,"PD","ASD"
"1082","SRR13306717",0.100522658867195,0.114912689007704,0.606950180794244,0.177614471330857,"Control","ASD"
"1083","SRR13306718",0.143202233875798,0.49038467915523,0.271832634900051,0.0945804520689208,"ASD","Control"
"1084","SRR13306719",0.215981087891333,0.218624604525839,0.239037048546116,0.326357259036711,"PD","ASD"
"1085","SRR13306720",0.108888612342602,0.494336031881221,0.349716126864426,0.0470592289117518,"ASD","ASD"
"1086","SRR13306721",0.0925654405309462,0.655789383250079,0.0815554356433788,0.170089740575596,"ASD","ASD"
"1087","SRR13306722",0.116281758815028,0.333683283244041,0.260386025115879,0.289648932825052,"ASD","ASD"
"1088","SRR13306723",0.155543860109818,0.320229995900135,0.243764770855393,0.280461373134654,"ASD","ASD"
"1089","SRR13306724",0.38688551136764,0.487769120806637,0.0483837328357573,0.0769616349899657,"ASD","ASD"
"1090","SRR13306725",0.227629672981938,0.503075417653483,0.111318727874101,0.157976181490477,"ASD","ASD"
"1091","SRR13306726",0.0572041306372471,0.515967341805099,0.28387601016511,0.142952517392545,"ASD","ASD"
"1092","SRR13306727",0.0992424124275005,0.577705519476674,0.117152822913351,0.205899245182474,"ASD","ASD"
"1093","SRR13306728",0.0827279363936616,0.392945777653724,0.249663796734579,0.274662489218036,"ASD","ASD"
"1094","SRR13306729",0.198459607815776,0.0997929460975629,0.326891651534428,0.374855794552233,"PD","Control"
"1095","SRR13306730",0.131070598167129,0.212701709132104,0.604977854540699,0.0512498381600681,"Control","Control"
"1096","SRR13306731",0.0910361335431763,0.197681130046564,0.105567901968077,0.605714834442183,"PD","Control"
"1097","SRR16229508",0.29140577298776,0.266485253364797,0.376201819704752,0.0659071539426902,"Control","Control"
"1098","SRR16229510",0.181818394595646,0.554719556762724,0.0901429494329428,0.173319099208687,"ASD","ASD"
"1099","SRR16229519",0.0245292267972301,0.292876345154326,0.565399248648616,0.117195179399828,"Control","ASD"
"1100","SRR16229520",0.335305811646379,0.383452954773624,0.0924190894773115,0.188822144102686,"ASD","ASD"
"1101","SRR16229521",0.167132401644167,0.322389155305876,0.276450864869381,0.234027578180576,"ASD","ASD"
"1102","SRR16229522",0.201182591551017,0.512993095311065,0.195858141149453,0.0899661719884648,"ASD","ASD"
"1103","SRR16229523",0.0228255843328905,0.642948244427713,0.208278117607658,0.125948053631738,"ASD","ASD"
"1104","SRR16229524",0.267395820966618,0.213726862393498,0.0209541667100405,0.497923149929844,"PD","ASD"
"1105","SRR16229525",0.226757219160462,0.414183983498288,0.203706075588466,0.155352721752784,"ASD","ASD"
"1106","SRR16229526",0.0902478345730891,0.244168929654106,0.16517191929206,0.500411316480745,"PD","ASD"
"1107","SRR16229527",0.347004955353665,0.152061511230624,0.0143840098867492,0.486549523528961,"PD","ASD"
"1108","SRR16229528",0.257982731441911,0.349840517636036,0.179572850669382,0.212603900252671,"ASD","ASD"
"1109","SRR16229529",0.0388564785687887,0.825692097452576,0.0626326204902183,0.0728188034884172,"ASD","ASD"
"1110","SRR16229530",0.296266226403105,0.388416617170068,0.0893845379404228,0.225932618486404,"ASD","ASD"
"1111","SRR16229531",0.12023604637991,0.506606193971806,0.153152857854551,0.220004901793733,"ASD","ASD"
"1112","SRR16229532",0.166734689538746,0.020573661862214,0.167496804716352,0.645194843882688,"PD","ASD"
"1113","SRR16229533",0.184311456821201,0.0423066192582287,0.462168782606525,0.311213141314045,"Control","ASD"
"1114","SRR16229534",0.14854701682881,0.607046610184429,0.19665060941298,0.0477557635737816,"ASD","ASD"
"1115","SRR16229535",0.063848392735488,0.484578745427965,0.224540156904483,0.227032704932064,"ASD","ASD"
"1116","SRR16229536",0.079452058617596,0.749152664803457,0.0362480384985866,0.135147238080361,"ASD","ASD"
"1117","SRR16229537",0.109143041267907,0.37895432223394,0.184868080687366,0.327034555810788,"ASD","ASD"
"1118","SRR16229538",0.20059585345161,0.588748403772213,0.0170291569856737,0.193626585790504,"ASD","ASD"
"1119","SRR16229539",0.0873115771837563,0.623890117937291,0.0650869255896365,0.223711379289316,"ASD","ASD"
"1120","SRR16229540",0.0448067965814627,0.619096750301448,0.227828893369947,0.108267559747143,"ASD","ASD"
"1121","SRR16229541",0.321017071482079,0.142966840076371,0.173853853401028,0.362162235040523,"PD","ASD"
"1122","SRR16229542",0.199186057721504,0.609749067234119,0.0345205762539481,0.156544298790429,"ASD","ASD"
"1123","SRR16229543",0.0420419430252602,0.381187734242638,0.274449922757427,0.302320399974675,"ASD","ASD"
"1124","SRR16229545",0.0876431516059839,0.626138195735693,0.176093764408009,0.110124888250313,"ASD","ASD"
"1125","SRR16229546",0.296672886180566,0.466712125172706,0.0653227513287248,0.171292237318003,"ASD","ASD"
"1126","SRR16229547",0.338724041403687,0.400077717192462,0.246037498467483,0.0151607429363686,"ASD","ASD"
"1127","SRR16229548",0.072809279478927,0.587992567278117,0.15020465352246,0.188993499720496,"ASD","ASD"
"1128","SRR16229549",0.0634084713357458,0.0661295753610923,0.490159584355611,0.380302368947551,"Control","Control"
"1129","SRR16229550",0.185870321132988,0.401327024209297,0.259467361242046,0.153335293415669,"ASD","ASD"
"1130","SRR16229551",0.194339959376245,0.528791252547211,0.0223836187258166,0.254485169350728,"ASD","ASD"
"1131","SRR16229552",0.369933191067666,0.44436418564237,0.0968418943748629,0.0888607289151006,"ASD","ASD"
"1132","SRR16229553",0.157587123787235,0.397480036542267,0.306301529517087,0.138631310153411,"ASD","ASD"
"1133","SRR16229554",0.35652640111122,0.148712654456911,0.414219868009268,0.0805410764226003,"Control","ASD"
"1134","SRR16229555",0.049524028453203,0.184787219589301,0.271230585483324,0.494458166474172,"PD","ASD"
"1135","SRR16229556",0.0794202779372002,0.549007198601866,0.243643517310303,0.127929006150631,"ASD","ASD"
"1136","SRR16229558",0.307487856161436,0.347978421059509,0.164410109450249,0.180123613328806,"ASD","ASD"
"1137","SRR16229561",0.206457629303825,0.101924662435184,0.399031365079696,0.292586343181296,"Control","Control"
"1138","SRR16229562",0.307479569232884,0.155203375868798,0.494955157898512,0.0423618969998054,"Control","Control"
"1139","SRR16229563",0.169086871035051,0.15469277101067,0.601635360912626,0.0745849970416537,"Control","Control"
"1140","SRR16229565",0.237292619567642,0.102011553419945,0.074603886772242,0.586091940240171,"PD","Control"
"1141","SRR16229566",0.112427309962386,0.113885473600352,0.694246679860122,0.0794405365771401,"Control","Control"
"1142","SRR16229567",0.103517367035105,0.450839016960017,0.0693429075557871,0.376300708449091,"ASD","Control"
"1143","SRR16229568",0.180424154942483,0.033404063642895,0.579355351390714,0.206816430023908,"Control","Control"
"1144","SRR16229569",0.3323379586751,0.184636207928323,0.446085777657417,0.0369400557391593,"Control","Control"
"1145","SRR16229570",0.190829728096228,0.206984029966445,0.183848003704254,0.418338238233072,"PD","Control"
"1146","SRR16229571",0.329084364816471,0.446263186928496,0.0940007131736129,0.13065173508142,"ASD","ASD"
"1147","SRR16229572",0.345046178034483,0.434985770525935,0.109037189371233,0.110930862068349,"ASD","ASD"
"1148","SRR16229588",0.223121485969433,0.558612917072173,0.0587863069682516,0.159479289990143,"ASD","Control"
"1149","SRR16229590",0.0701803835735179,0.144790358345103,0.696415678387779,0.0886135796936002,"Control","Control"
"1150","SRR16229591",0.247392450888633,0.0399333205927345,0.265303547878764,0.447370680639869,"PD","Control"
"1151","SRR16229596",0.0997660733183565,0.198973226521974,0.406847863552232,0.294412836607438,"Control","ASD"
"1152","SRR16229597",0.0384601969610886,0.595386399337143,0.244311901564233,0.121841502137536,"ASD","ASD"
"1153","SRR16229598",0.143855823092911,0.173992217167338,0.178092111329095,0.504059848410656,"PD","ASD"
"1154","SRR16229599",0.159611404608412,0.411155870320358,0.326777673513596,0.102455051557633,"ASD","ASD"
"1155","SRR16229600",0.038914848246101,0.873218063921662,0.0499301365912454,0.0379369512409916,"ASD","ASD"
"1156","SRR16229601",0.255534447079363,0.400889399148045,0.253808257265948,0.0897678965066443,"ASD","ASD"
"1157","SRR16229602",0.0774818214326033,0.20599091370205,0.0785478958691942,0.637979368996153,"PD","ASD"
"1158","SRR16229603",0.0945276291597227,0.566547131164307,0.278062959094308,0.0608622805816618,"ASD","ASD"
"1159","SRR16229604",0.0737325555997703,0.68666181698896,0.0964988657475012,0.143106761663768,"ASD","ASD"
"1160","SRR16229605",0.13046450385452,0.433193707593661,0.312518264812839,0.12382352373898,"ASD","ASD"
"1161","SRR16229606",0.0767892454675619,0.385988477756029,0.0638877674084943,0.473334509367914,"PD","ASD"
"1162","SRR16229607",0.104635846146035,0.224908745753452,0.222671859171046,0.447783548929467,"PD","ASD"
"1163","SRR16229608",0.158837705231017,0.628315238764956,0.157966714668203,0.0548803413358244,"ASD","ASD"
"1164","SRR16229609",0.0487962128059703,0.0375305810828715,0.798924004543386,0.114749201567772,"Control","ASD"
"1165","SRR16229610",0.265329234381449,0.348950986863987,0.289871636519145,0.0958481422354187,"ASD","ASD"
"1166","SRR16229611",0.121634453585852,0.404717267453782,0.230006850546804,0.243641428413562,"ASD","ASD"
"1167","SRR16229612",0.262425740848646,0.327998644172914,0.270579850790393,0.138995764188048,"ASD","ASD"
"1168","SRR16229615",0.24920622903098,0.441201299187506,0.240103897848048,0.0694885739334654,"ASD","Control"
"1169","SRR16229616",0.0388888446915127,0.386283509148827,0.493931793082419,0.0808958530772405,"Control","Control"
"1170","SRR16229617",0.120684347989885,0.201863826222314,0.41642942893745,0.261022396850351,"Control","Control"
"1171","SRR16229618",0.105227575342572,0.616113032225431,0.103721653988309,0.174937738443689,"ASD","Control"
"1172","SRR16229619",0.0721151569276896,0.201753584490453,0.660990463726772,0.0651407948550854,"Control","Control"
"1173","SRR16229620",0.273303854246553,0.250859785220902,0.129296207715679,0.346540152816867,"PD","Control"
"1174","SRR16229621",0.313312312937855,0.153189954458948,0.392056420281597,0.1414413123216,"Control","Control"
"1175","SRR16229622",0.204282042599747,0.544599091690821,0.182452000270148,0.0686668654392841,"ASD","ASD"
"1176","SRR16229632",0.016155655211215,0.642066808869148,0.115164185822403,0.226613350097233,"ASD","ASD"
"1177","SRR16229635",0.0424787522404052,0.654279198724321,0.226827338635633,0.07641471039964,"ASD","ASD"
"1178","SRR16229636",0.253273613808452,0.339287433498212,0.102546125617381,0.304892827075955,"ASD","ASD"
"1179","SRR16229637",0.182951093782358,0.337233385384051,0.0527752548698161,0.427040265963774,"PD","ASD"
"1180","SRR16229638",0.306808791488911,0.456107171788101,0.180039758228022,0.0570442784949659,"ASD","ASD"
"1181","SRR16229639",0.165656869555836,0.614078277538577,0.17633900766094,0.0439258452446479,"ASD","ASD"
"1182","SRR16229642",0.064308049310588,0.206212545218583,0.61998190473003,0.109497500740799,"Control","Control"
"1183","SRR16229645",0.304834182355218,0.13615101614453,0.458291167534416,0.100723633965836,"Control","Control"
"1184","SRR16229646",0.221762323121308,0.508054657598704,0.0244392304882975,0.245743788791691,"ASD","ASD"
"1185","SRR16229647",0.256228947233706,0.360550451872622,0.325651218086594,0.057569382807078,"ASD","ASD"
"1186","SRR16229649",0.0819217563777869,0.594850128320906,0.195333854036783,0.127894261264523,"ASD","ASD"
"1187","SRR16229650",0.0825990473921161,0.423858669412076,0.331383216597275,0.162159066598532,"ASD","ASD"
"1188","SRR16229651",0.141717641973601,0.621759983871278,0.0801481012266517,0.156374272928469,"ASD","ASD"
"1189","SRR16229652",0.328182599796613,0.369015968370933,0.139923637684897,0.162877794147557,"ASD","ASD"
"1190","SRR16229653",0.146259435478793,0.524457239943926,0.0335707105015699,0.295712614075711,"ASD","ASD"
"1191","SRR16229654",0.282450211806101,0.377057039564922,0.159785600803556,0.18070714782542,"ASD","ASD"
"1192","SRR16229655",0.133381868933697,0.220315637035038,0.266628253550551,0.379674240480714,"PD","ASD"
"1193","SRR16229656",0.221440668129004,0.406025133112692,0.0815854998963549,0.290948698861949,"ASD","ASD"
"1194","SRR16229657",0.318278560992325,0.43197688023134,0.0585520289282291,0.191192529848106,"ASD","ASD"
"1195","SRR16229658",0.214035262478251,0.390811022534324,0.158781337202492,0.236372377784933,"ASD","ASD"
"1196","SRR16229660",0.314748265658539,0.093190751886023,0.526573711220965,0.0654872712344721,"Control","ASD"
"1197","SRR16229661",0.0255241195101283,0.510868051810931,0.271938986512561,0.191668842166379,"ASD","ASD"
"1198","SRR16229662",0.0296446557397604,0.869097044425924,0.0312976042492483,0.069960695585067,"ASD","ASD"
"1199","SRR16229663",0.0281172180979493,0.624854804582292,0.0780478990967007,0.268980078223058,"ASD","ASD"
"1200","SRR16229664",0.0219250723231344,0.529875328633293,0.40819341046205,0.0400061885815224,"ASD","ASD"
"1201","SRR16229665",0.33943480008374,0.402955817701835,0.118771452260072,0.138837929954353,"ASD","ASD"
"1202","SRR16229666",0.0398274520142141,0.157837131539017,0.0534474245825391,0.74888799186423,"PD","ASD"
"1203","SRR16229667",0.287809561961731,0.172025701639573,0.501832016614613,0.0383327197840829,"Control","ASD"
"1204","SRR16229668",0.0398427806093992,0.687642403450054,0.130600380704597,0.14191443523595,"ASD","ASD"
"1205","SRR16229669",0.227442049563141,0.446510950188049,0.244585530525231,0.08146146972358,"ASD","ASD"
"1206","SRR16229670",0.172873591648824,0.699823941479743,0.051613222752536,0.0756892441188971,"ASD","ASD"
"1207","SRR16229671",0.0576229544371529,0.534711093139318,0.182716116665829,0.2249498357577,"ASD","ASD"
"1208","SRR16229672",0.20363501295171,0.35774173460572,0.239214067494088,0.199409184948481,"ASD","ASD"
"1209","SRR16229673",0.155205189008116,0.470958008163795,0.0798983592578218,0.293938443570268,"ASD","ASD"
"1210","SRR16229674",0.208302039617325,0.705511004565038,0.0805953505263136,0.00559160529132355,"ASD","ASD"
"1211","SRR16229675",0.230467595767892,0.379410354356971,0.312815643628343,0.0773064062467949,"ASD","ASD"
"1212","SRR16229676",0.159006290229815,0.336960745384462,0.202719173496941,0.301313790888782,"ASD","ASD"
"1213","SRR16229677",0.0519700586561882,0.420005016755347,0.35281141863878,0.175213505949684,"ASD","ASD"
"1214","SRR16229678",0.188757941137187,0.238114691930064,0.469304893152004,0.103822473780745,"Control","ASD"
"1215","SRR16229679",0.335603511562086,0.404297666416186,0.146693207436408,0.113405614585319,"ASD","ASD"
"1216","SRR16229680",0.760156551463139,0.0863388237154663,0.0888078797508241,0.0646967450705708,"AD","ASD"
"1217","SRR16229681",0.0293862560115008,0.18146910361566,0.645568024476458,0.143576615896381,"Control","ASD"
"1218","SRR16229682",0.18911822145988,0.542386720502476,0.212782613912895,0.0557124441247489,"ASD","ASD"
"1219","SRR16229683",0.11312243940546,0.500572304948173,0.309351563492412,0.0769536921539543,"ASD","ASD"
"1220","SRR16229684",0.286294135237747,0.177732674230105,0.37513234170331,0.160840848828838,"Control","ASD"
"1221","SRR16229685",0.200192327738751,0.336134801899187,0.242500461912861,0.221172408449201,"ASD","ASD"
"1222","SRR16229686",0.0311718352446239,0.419006336157711,0.181301301516199,0.368520527081466,"ASD","ASD"
"1223","SRR16229687",0.319015007841584,0.374999265945543,0.0219401674223594,0.284045558790514,"ASD","ASD"
"1224","SRR16229699",0.0965110687924359,0.021638237748781,0.545436444614578,0.336414248844205,"Control","Control"
"1225","SRR16229700",0.17080997773309,0.279606520061187,0.475735529717261,0.0738479724884609,"Control","Control"
"1226","SRR16229701",0.293351065512176,0.417596319047925,0.239558861499319,0.0494937539405802,"ASD","ASD"
"1227","SRR16229702",0.2520436019265,0.345649624897046,0.213444213240664,0.188862559935789,"ASD","ASD"
"1228","SRR16229703",0.188293396524483,0.2906821223843,0.430785528060277,0.0902389530309395,"Control","Control"
"1229","SRR16229705",0.160384315134384,0.0455112955396708,0.429629383227824,0.364475006098122,"Control","ASD"
